id,category,page,prompt,law_basis,note
traffic_law_truefalse-168,traffic_law_truefalse,10,汽車行駛於劃有路面邊線之單行道上，除準備停車或臨時停車外，不得駛出路面邊線。,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_truefalse-169,traffic_law_truefalse,10,執行任務中的消防車、救護車、警備車、工程救險車，在同向二車道以上之道路行駛時，內外側車道均可行駛。,道路交通安全規則第98條,同向多車道路段車道使用規則
traffic_law_truefalse-170,traffic_law_truefalse,10,汽車在同向二車道以上道路行駛，變換車道時，應先顯示燈光或手勢，並須保持安全距離。,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_truefalse-172,traffic_law_truefalse,10,汽車行經多車道之圓環，應讓內側車道之車輛先行。,高速公路及快速公路交通管制規則第8條,高速或快速公路車道使用規則
traffic_law_truefalse-173,traffic_law_truefalse,10,在倒車時，應顯示倒車燈光或手勢後，謹慎緩慢後倒，並應注意其他車輛及行人。,道路交通安全規則第110條,倒車之禁止地點與程序
traffic_law_truefalse-174,traffic_law_truefalse,10,在同向二車道以上之道路，小型汽車內外側車道均可行駛。但不得任意變換車道行駛。,道路交通安全規則第98條,同向多車道路段車道使用規則
traffic_law_truefalse-176,traffic_law_truefalse,10,汽車在同向二車道以上之道路行駛，除準備停車或臨時停車外，不得駛出路面邊線或跨越兩條車道行駛。,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_truefalse-177,traffic_law_truefalse,10,設有左右轉彎專用車道之交岔路口，直行車不得占用轉彎專用車道。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-178,traffic_law_truefalse,11,汽車在未劃有分向標線之道路，或鐵路平交道或不良道路交會時，應減速慢行。,道路交通安全規則第104條,平交道通過規則
traffic_law_truefalse-179,traffic_law_truefalse,11,對面有來車，或前行車連貫二輛以上時，不得超車。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-181,traffic_law_truefalse,11,前行車駕駛人聞後行車按鳴喇叭，如車前路況無障礙，應即減速靠邊或表示允讓。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-183,traffic_law_truefalse,11,交岔路口有交通指揮人員指揮，又有燈光號誌，應以燈光號誌為準。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-184,traffic_law_truefalse,11,汽車行駛至交岔路口欲左轉彎時，應距交岔路口30 公尺前顯示方向燈或手勢，換入內側車道或左轉車道，行至交岔路口中心處左轉，並不得佔用來車車道搶先左轉。,道路交通安全規則第91條；道路交通安全規則第102條,起駛、轉彎、變換車道之燈光或手勢；交岔路口左右轉與車道使用
traffic_law_truefalse-187,traffic_law_truefalse,11,在多車道的圓環，應讓外側車道之車輛先行。,道路交通安全規則第98條,同向多車道路段車道使用規則
traffic_law_truefalse-188,traffic_law_truefalse,11,交岔路口，因特殊需要另設有標線、標誌者，應依其指示行車。,道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
traffic_law_truefalse-189,traffic_law_truefalse,11,汽車行近行人穿越道前，應減速慢行，在行人穿越道上有人穿越時，應暫停讓行人先行通過。,道路交通安全規則第103條,行近行人穿越道應暫停讓行人
traffic_law_truefalse-190,traffic_law_truefalse,11,在行人穿越道上，有人穿越時，汽車仍可慢行通過。,道路交通安全規則第103條,行近行人穿越道應暫停讓行人
traffic_law_truefalse-191,traffic_law_truefalse,11,行近鐵路平交道遮斷器已開始放下，或看守人表示停止，應即暫停。,道路交通安全規則第104條,平交道通過規則
traffic_law_truefalse-192,traffic_law_truefalse,11,鐵路平交道警鈴未響，閃光號誌未顯示，汽車駕駛人仍應看、聽鐵路兩方確無火車駛來，始得通過。,道路交通安全規則第104條,平交道通過規則
traffic_law_truefalse-193,traffic_law_truefalse,11,汽車通過鐵路平交道，前後兩車間，不必保持距離。,道路交通安全規則第104條,平交道通過規則
traffic_law_truefalse-196,traffic_law_truefalse,11,汽車在設有彎道、坡路、狹路、狹橋、隧道標誌之路段或鐵路平交道，不得迴車。,道路交通安全規則第104條；道路交通管理處罰條例第54條,平交道通過規則；平交道違規之處罰
traffic_law_truefalse-197,traffic_law_truefalse,11,如有相當空間，汽車在任何地方均可迴車。,道路交通安全規則第106條,迴車之禁止地點與程序
traffic_law_truefalse-198,traffic_law_truefalse,12,汽車在設有禁止迴車標誌，劃有分向限制線、禁止超車線、禁止變換車道線之路段，不得迴車。,道路交通安全規則第97條,雙向二車道路段行駛及分向線規則
traffic_law_truefalse-199,traffic_law_truefalse,12,汽車在禁止左轉路段，不得迴車。,道路交通安全規則第106條,迴車之禁止地點與程序
traffic_law_truefalse-200,traffic_law_truefalse,12,汽車在迴車前，應暫停並顯示左轉燈光或手勢，看清確無來往車輛，並注意行人通過，始得迴轉。,道路交通安全規則第106條,迴車之禁止地點與程序
traffic_law_truefalse-204,traffic_law_truefalse,12,貨車過渡口，其總重量超過渡船規定之重量者須將逾重物卸下，分別渡過。,道路交通安全規則第77條,裝載貨物之長寬高及乘載規定
traffic_law_truefalse-205,traffic_law_truefalse,12,汽車夜間在市區道路行駛，如照明清楚時，應用近光燈。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-206,traffic_law_truefalse,12,汽車夜間在市區道路行駛，如照明清楚時，應用遠光燈。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-207,traffic_law_truefalse,12,汽車在設有彎道、狹路、坡路、單行道標誌之路段或鐵路平交道、快車道、大眾捷運系統車輛共用通行交岔路口且為大眾捷運系統車輛導引路線上等危險地帶，不得倒車。但因讓車、停車或起駛有倒車必要者，不在此限。,道路交通安全規則第104條；道路交通管理處罰條例第54條,平交道通過規則；平交道違規之處罰
traffic_law_truefalse-208,traffic_law_truefalse,12,倒車時，應按鳴喇叭3 長聲，警告其他車輛或行人。,道路交通安全規則第110條,倒車之禁止地點與程序
traffic_law_truefalse-209,traffic_law_truefalse,12,汽車在機場、車站、碼頭、學校、娛樂、展覽、競技、市場或其他公共場所出、入口及消防栓之前，不得停車。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-211,traffic_law_truefalse,12,自用汽車，不得在營業汽車招呼站停車。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-212,traffic_law_truefalse,12,在顯有妨礙他車通行處所，不得停車。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-213,traffic_law_truefalse,12,在不得已時，把車停在坡道上，應注意防止車輛滑行。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-214,traffic_law_truefalse,12,汽車在中途發生故障，無法移置於不妨礙交通處所時，如在市區道路，僅閃亮左右方或左方之方向燈即可，無需設置車輛故障標誌。,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_truefalse-216,traffic_law_truefalse,12,汽車於行車時速在40 公里之路段發生故障，無法移置於無礙交通之場所，應在車身後方5-30 公尺處之路面上，設置車輛故障標誌。,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_truefalse-217,traffic_law_truefalse,12,夜間將車輛停放在無燈光設備或照明不清之道路時，應顯示停車燈光或反光標識。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-218,traffic_law_truefalse,13,夜間將車輛停放在無燈光設備及照明不清之道路時，亦不必顯示停車燈光或反光標識。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-219,traffic_law_truefalse,13,停車後向外開啟車門時，應注意行人與車輛並讓其先行。,道路交通安全規則第112條,停車地點與方式
traffic_law_truefalse-221,traffic_law_truefalse,13,執行任務之消防車、警備車等，其臨時停車及停車地點不受限制。,道路交通安全規則第111條,臨時停車地點與方式
traffic_law_truefalse-222,traffic_law_truefalse,13,裝載危險物品，除應在車頭及車尾懸掛危險標識外，並應在規定之路線及時間內行駛。,道路交通安全規則第84條,危險物品裝載及警示規定
traffic_law_truefalse-225,traffic_law_truefalse,13,在超過時速40 公里之路段，汽車拋錨時，應在車身後方30-100 公尺之路面上豎立車輛故障標誌。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-226,traffic_law_truefalse,13,自民國96 年2 月起以領有大貨車駕照直接晉級考領聯結車駕照者，得駕駛大客車。,道路交通安全規則第60條；道路交通安全規則第61條,考領各級駕照之資格與年齡；持照得駕駛之車種範圍
traffic_law_truefalse-227,traffic_law_truefalse,13,已領有大客車駕駛執照者得駕駛大貨車、代用大客車、大客貨兩用車、曳引車、小型車。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-228,traffic_law_truefalse,13,已領有大貨車駕駛執照者，得駕駛小型車。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-230,traffic_law_truefalse,13,持有職業駕駛執照未滿60 歲之駕駛人，應自發照之日起，每滿3 年審驗1 次。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-231,traffic_law_truefalse,13,貨車裝載貨物寬度不得超過車身。,道路交通安全規則第77條,裝載貨物之長寬高及乘載規定
traffic_law_truefalse-232,traffic_law_truefalse,13,廂式貨車裝載貨物不得超出車廂以外。,道路交通安全規則第77條,裝載貨物之長寬高及乘載規定
traffic_law_truefalse-233,traffic_law_truefalse,13,慢車駕駛人、行人不依規定接受道路交通安全講習者，處以罰鍰。,道路交通管理處罰條例第24條,道路交通安全講習制度
traffic_law_truefalse-234,traffic_law_truefalse,13,汽車駕駛人聞消防車、救護車、警備車、工程救險車、毒性化學物質災害事故應變車之警號不立即避讓或跟隨車後急駛處以罰鍰，並吊銷駕駛執照。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-235,traffic_law_truefalse,13,汽車行駛至交岔路口，欲右轉彎時，應距交岔路口30 公尺前，顯示方向燈或手勢，換入外側車道、右轉車道或慢車道，行至路口後再行右轉。,道路交通安全規則第91條；道路交通安全規則第102條,起駛、轉彎、變換車道之燈光或手勢；交岔路口左右轉與車道使用
traffic_law_truefalse-236,traffic_law_truefalse,14,汽車駕駛人違規肇事致受吊扣駕駛執照處分者，應施以道路交通安全講習。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-237,traffic_law_truefalse,14,道路係指公路、街道、巷弄、廣場、騎樓、走廊或其他供公眾通行之處。,道路交通管理處罰條例第3條,道路、臨時停車及停車之定義
traffic_law_truefalse-238,traffic_law_truefalse,14,駕駛人酒精濃度超過規定標準，駕車肇事致人重傷或死亡者，除處罰鍰外，吊銷其駕照，並不得再考領。但符合特定條件，且所受吊銷駕駛執照處分，執行已逾相關規定期間，並依規定完成酒駕防制教育或酒癮治療者，不在此限。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-239,traffic_law_truefalse,14,"汽車駕駛人拒絕接受酒精濃度測試之檢定者，處新臺幣30,000 元罰鍰。",道路交通管理處罰條例第35條,酒駕、拒測與毒駕之處罰
traffic_law_truefalse-240,traffic_law_truefalse,14,"汽車行駛於非高、快速公路之ㄧ般道路，汽車駕駛人、前座或小型車後座乘客未繫安全帶者，處駕駛人新臺幣1,500 元罰鍰。",道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-241,traffic_law_truefalse,14,"汽車駕駛人於開車時，以手持方式使用行動電話、電腦或其他相類功能裝置進行撥接、通話、數據通訊或其他有礙駕駛安全之行為者，處新臺幣3,000 元罰鍰。",道路交通安全規則第90條；道路交通管理處罰條例第31-1條,駕駛中不得手持通訊裝置；手持通訊裝置之處罰
traffic_law_truefalse-242,traffic_law_truefalse,14,"汽車駕駛人酒後駕車，其酒精濃度超過規定標準者，處新臺幣30,000~120,000 元罰鍰，並當場移置保管該汽車及吊扣其駕駛執照。 08",道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-245,traffic_law_truefalse,14,"持小型車駕照駕駛大型汽車者，汽車所有人及駕駛人各處新臺幣40,000~80,000 元罰鍰，並記該車違規紀錄1 次。",道路交通安全規則第23條；道路交通安全規則第24條；道路交通管理處罰條例第16條,車輛異動登記項目；車籍、所有人或地址等變更登記；未依規定辦理變更登記之處罰
traffic_law_truefalse-246,traffic_law_truefalse,14,未滿18 歲之人，未領有駕駛執照駕駛小型汽車或機車者，除處罰鍰並當場禁止其駕駛外，汽車駕駛人及其法定代理人或監護人，應同時施以道路交通安全講習。,道路交通安全規則第89條,起駛前安全檢查與證件攜帶規定
traffic_law_truefalse-247,traffic_law_truefalse,14,"汽車裝載貨物超過核定之總重量，總聯結重量或超過所行駛橋樑規定之載重限制者，除責令改正或當場禁止通行外，不分超載程度一律處汽車所有人新台幣10,000 元罰鍰。",道路交通安全規則第23條；道路交通安全規則第24條；道路交通管理處罰條例第16條,車輛異動登記項目；車籍、所有人或地址等變更登記；未依規定辦理變更登記之處罰
traffic_law_truefalse-250,traffic_law_truefalse,14,駕駛人為了趕時間而闖紅燈，可以不被記違規點數3 點，只繳罰鍰而已。,道路交通管理處罰條例第53條,闖紅燈與紅燈右轉之處罰
traffic_law_truefalse-251,traffic_law_truefalse,14,在禁止左轉路段不可以迴車，違者除處罰鍰外並違規記點。,道路交通安全規則第106條,迴車之禁止地點與程序
traffic_law_truefalse-252,traffic_law_truefalse,15,繞行圓環迴車太麻煩，為了方便可以逕行迴車，反正不會被罰款及違規記點。,道路交通安全規則第106條,迴車之禁止地點與程序
traffic_law_truefalse-253,traffic_law_truefalse,15,未經前行車表示允讓靠邊慢行，即行超車，要處以罰鍰。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-255,traffic_law_truefalse,15,駕駛人酒精濃度超過規定標準駕車，只記違規點數2 點而不罰鍰。,道路交通管理處罰條例第35條,酒駕、拒測與毒駕之處罰
traffic_law_truefalse-257,traffic_law_truefalse,15,汽車記違規紀錄於3 個月內共達3 次以上者，吊扣其汽車牌照。,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_truefalse-258,traffic_law_truefalse,15,隧道區域內禁止任意停車、臨時停車、倒車或超車。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-261,traffic_law_truefalse,15,行經長隧道，當交通壅塞或發生緊急事故時，應利用車行聯絡隧道逕行迴車，趕快駛離現場。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-264,traffic_law_truefalse,15,汽車行駛高速或快速公路不得跨行車道曲折行進或在任何車道及路肩上迴轉反向行駛。,高速公路及快速公路交通管制規則第9條,高速或快速公路禁止事項
traffic_law_truefalse-265,traffic_law_truefalse,15,汽車行駛高速或快速公路途中，除遇特殊狀況必須減速外，不得驟然減速或在車道中臨時停車或停車。,道路交通管理處罰條例第43條,危險駕駛、競駛、超速40公里以上或噪音車之處罰
traffic_law_truefalse-266,traffic_law_truefalse,15,汽車不得在高速或快速公路減速車道或單車道之匝道上超越前車，但在加速車道上前車慢行阻路時，則可以超車。,高速公路及快速公路交通管制規則第9條,高速或快速公路禁止事項
traffic_law_truefalse-267,traffic_law_truefalse,15,交流道係指設於主線入口最右側，供汽車駛進主線前加速之車道。,高速公路及快速公路交通管制規則第2條,高速公路、匝道、主線車道等名詞定義
traffic_law_truefalse-268,traffic_law_truefalse,15,匝道係指設於主線出口最右側，供汽車駛離主線時減速之車道。,高速公路及快速公路交通管制規則第2條,高速公路、匝道、主線車道等名詞定義
traffic_law_truefalse-270,traffic_law_truefalse,15,載重之貨車、客貨兩用車、聯結車進入地磅站時，應依標誌、標線、號誌指示行駛，不得在地磅上緊急煞車。,道路交通安全規則第77條,裝載貨物之長寬高及乘載規定
traffic_law_truefalse-271,traffic_law_truefalse,15,主線車道係指車道中可供汽車直駛之車道。,高速公路及快速公路交通管制規則第2條,高速公路、匝道、主線車道等名詞定義
traffic_law_truefalse-272,traffic_law_truefalse,15,汽車行駛高快或快速公路可曲折行進或在任何車道及路肩上迴轉反向行駛。,高速公路及快速公路交通管制規則第9條,高速或快速公路禁止事項
traffic_law_truefalse-273,traffic_law_truefalse,16,在高速或快速公路行駛之汽車，可以在加速車道、減速車道或單車道之匝道上超越前車。,高速公路及快速公路交通管制規則第9條,高速或快速公路禁止事項
traffic_law_truefalse-275,traffic_law_truefalse,16,高速公路係指其出入口完全控制，中央分隔雙向行駛，除起迄點外，並與其他道路立體相交，專供汽車行駛之公路。,高速公路及快速公路交通管制規則第2條,高速公路、匝道、主線車道等名詞定義
traffic_law_truefalse-276,traffic_law_truefalse,16,高速公路上設有快、慢車道、行人穿越道及斑馬線。,道路交通安全規則第103條,行近行人穿越道應暫停讓行人
traffic_law_truefalse-277,traffic_law_truefalse,16,交流道係指高速公路與快速公路相互間，高速公路或快速公路與其他道路連接，以匝道構成立體相交之部份。,高速公路及快速公路交通管制規則第2條,高速公路、匝道、主線車道等名詞定義
traffic_law_truefalse-278,traffic_law_truefalse,16,行駛高速或快速公路可利用中央分隔帶迴轉。,高速公路及快速公路交通管制規則第9條,高速或快速公路禁止事項
traffic_law_truefalse-280,traffic_law_truefalse,16,行駛高速或快速公路時，如發生緊急情況無法繼續行駛時，應滑離車道，在路肩上停車待援。,高速公路及快速公路交通管制規則第12條,高速或快速公路停車與路肩暫停規則
traffic_law_truefalse-282,traffic_law_truefalse,16,汽車行駛高速或快速公路，除在指定場所以外，沿途不得隨意停車上下乘客或裝卸貨物。,高速公路及快速公路交通管制規則第12條,高速或快速公路停車與路肩暫停規則
traffic_law_truefalse-284,traffic_law_truefalse,16,高速或快速公路之中央分隔帶係指隔離雙向行車之中間界區。,高速公路及快速公路交通管制規則第2條,高速公路、匝道、主線車道等名詞定義
traffic_law_truefalse-285,traffic_law_truefalse,16,在高速或快速公路行車時，如錯過了出口交流道，就應立即倒車或迴轉駛回原出口位置。,道路交通安全規則第110條,倒車之禁止地點與程序
traffic_law_truefalse-290,traffic_law_truefalse,16,高速公路現行最高速限規定為每小時120 公里。,高速公路及快速公路交通管制規則第5條,高速或快速公路速限及低能見度行車
traffic_law_truefalse-291,traffic_law_truefalse,16,汽車行駛高速或快速公路途中不得有缺水、缺電、缺燃料之情形。,高速公路及快速公路交通管制規則第14條,上高速或快速公路前檢查車況及途中不得缺水缺電缺燃料
traffic_law_truefalse-293,traffic_law_truefalse,17,高速或快速公路之內側車道為超車道，但小型車輛於不堵塞行車之狀況下，得以該路段容許之最高速限行駛於內側車道。,高速公路及快速公路交通管制規則第8條,高速或快速公路車道使用規則
traffic_law_truefalse-294,traffic_law_truefalse,17,在高速公路最高速限每小時90 公里以上之路段，行駛速率低於每小時80 公里之較慢速小型車，應行駛於外側車道，並得暫時利用緊鄰外側車道之車道超越前車。,高速公路及快速公路交通管制規則第8條；高速公路及快速公路交通管制規則第9條,高速或快速公路車道使用規則；高速或快速公路禁止事項
traffic_law_truefalse-297,traffic_law_truefalse,17,濃霧、濃煙、大雨、強風中在高速或快速公路行駛之車輛，最低行車時速限制仍應保持每小時60 公里以上。,高速公路及快速公路交通管制規則第5條,高速或快速公路速限及低能見度行車
traffic_law_truefalse-298,traffic_law_truefalse,17,在單車道之匝道及加減速車道上行駛之車輛不得超車。,道路交通安全規則第101條,超車規則與禁止超車路段
traffic_law_truefalse-299,traffic_law_truefalse,17,在高速或快速公路行駛車輛，不可以超速競駛，亦不可低速併行。,道路交通管理處罰條例第43條,危險駕駛、競駛、超速40公里以上或噪音車之處罰
traffic_law_truefalse-306,traffic_law_truefalse,17,汽車由加速車道轉入主線車道時，應顯示方向燈並確保足夠之安全間距。,高速公路及快速公路交通管制規則第7條；高速公路及快速公路交通管制規則第11條,由交流道或匝道進入主線之規則；高速或快速公路變換車道規則
traffic_law_truefalse-308,traffic_law_truefalse,17,變換車道應及早顯示方向燈，告知前後車輛，並注意鄰近車道車輛動向以策安全。,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_truefalse-309,traffic_law_truefalse,17,行進中發現鄰側車道，車輛已顯示方向燈有變換車道意圖時，應加速行駛以免被超越。,道路交通安全規則第91條,起駛、轉彎、變換車道之燈光或手勢
traffic_law_truefalse-310,traffic_law_truefalse,17,汽車行駛高速或快速公路前後兩車之間行車安全距離，在正常天候狀況下，小型車車速每小時90 公里時，應保持45 公尺以上距離。,高速公路及快速公路交通管制規則第6條,高速或快速公路行車安全距離
traffic_law_truefalse-311,traffic_law_truefalse,18,行駛高速或快速公路若錯過出口，可立即停車或倒車駛回。,道路交通安全規則第110條,倒車之禁止地點與程序
traffic_law_truefalse-312,traffic_law_truefalse,18,汽車行駛高速或快速公路途中若突然故障，應注意四周車輛動態，並先顯示方向燈滑離車道，逐漸減速駛進路肩，並在車後50~100 公尺處設置車輛故障標誌，方向燈改為危險警告燈。,高速公路及快速公路交通管制規則第11條,高速或快速公路變換車道規則
traffic_law_truefalse-313,traffic_law_truefalse,18,貨車裝載整體物品之寬度超過車身寬度，應向起運地或車籍所在地公路監理機關申請核發臨時通行證。,道路交通安全規則第84條,危險物品裝載及警示規定
traffic_law_truefalse-314,traffic_law_truefalse,18,大貨車裝載整體物品後，高度超過4 公尺者，應向起運地或車籍所在地公路監理機關申請核發臨時通行證。,道路交通安全規則第84條,危險物品裝載及警示規定
traffic_law_truefalse-315,traffic_law_truefalse,18,大客車行駛高速或快速公路，駕駛人及乘載之四歲以上乘客均應繫安全帶。,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-317,traffic_law_truefalse,18,汽車行駛高速或快速公路禁止跨行車道、迴轉、倒車或逆向行駛。,道路交通安全規則第110條,倒車之禁止地點與程序
traffic_law_truefalse-318,traffic_law_truefalse,18,汽車在道路行駛途中，不得驟然減速或任意變換車道。,道路交通管理處罰條例第43條,危險駕駛、競駛、超速40公里以上或噪音車之處罰
traffic_law_truefalse-321,traffic_law_truefalse,18,高速或快速公路之內側車道為超車道，但大、小型車輛於不堵塞行車之狀況下，均得以該路段容許之最高速限行駛於內側車道。,高速公路及快速公路交通管制規則第8條,高速或快速公路車道使用規則
traffic_law_truefalse-322,traffic_law_truefalse,18,大型車行駛高速或快速公路，應行駛於外側車道，並得暫時利用緊鄰外側車道之車道超越前車。,高速公路及快速公路交通管制規則第8條；高速公路及快速公路交通管制規則第9條,高速或快速公路車道使用規則；高速或快速公路禁止事項
traffic_law_truefalse-324,traffic_law_truefalse,18,載重貨車行駛高速或快速公路，因超載逾百分之二十而無法當場卸貨分裝者，經舉發後，未改正繼續行駛者，得連續舉發處罰。,道路交通安全規則第77條；道路交通管理處罰條例第29條,裝載貨物之長寬高及乘載規定；超限裝載、超重或未依規定過磅之處罰
traffic_law_truefalse-325,traffic_law_truefalse,18,貨車行駛高速或快速公路裝載超長物品時，其後伸部分，不得遮擋車後燈光或號牌。,道路交通管理處罰條例第12條,牌照、號牌、報廢車、拼裝車或冒用牌照上路之處罰
traffic_law_truefalse-326,traffic_law_truefalse,18,汽車行駛於道路上，其駕駛人、前座及小型車後座乘客，均應繫安全帶。,道路交通安全規則第89條；道路交通管理處罰條例第31條,安全帶與起駛前安全檢查；未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-328,traffic_law_truefalse,18,汽車行駛高速或快速公路時，不得連續密集按鳴喇叭、變換燈光或其他方式迫使前車讓道。,高速公路及快速公路交通管制規則第9條,高速或快速公路禁止事項
traffic_law_truefalse-333,traffic_law_truefalse,19,汽車行駛高速公路，在正常天候狀況下，行駛速率為每小時100 公里時，前後兩車間之最小行車安全距離，大型車為80 公尺，小型車為50 公尺。,高速公路及快速公路交通管制規則第6條,高速或快速公路行車安全距離
traffic_law_truefalse-335,traffic_law_truefalse,19,在高速或快速公路行駛時，如遇濃霧、濃煙、強風、大雨、夜間行車或其他特殊狀況時，其安全距離應酌量增加。,高速公路及快速公路交通管制規則第6條,高速或快速公路行車安全距離
traffic_law_truefalse-337,traffic_law_truefalse,19,超速行駛是肇事原因之一。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-345,traffic_law_truefalse,19,夜間行車如來車不變近光燈，可以用遠光燈來報復以增加安全。,道路交通安全規則第109條,夜間及隧道燈光使用規則
traffic_law_truefalse-347,traffic_law_truefalse,19,抬頭遠看，增大目視距離，保持足夠行車安全距離和間隔，為肇事預防要點之一。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-348,traffic_law_truefalse,19,肇事發生應立即停車，保持現場以最快方法報請有關單位處理。,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_truefalse-349,traffic_law_truefalse,20,肇事處理，不可斤斤計較責任誰屬，應發揮道德精神救人為先原則，以免延誤，增大傷亡與損失。,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_truefalse-350,traffic_law_truefalse,20,發生重大交通事故，為迅速恢復交通，清除現場，可不必等待肇事處理機關之指示，即可進行。,道路交通事故處理辦法第3條；道路交通管理處罰條例第62條,事故現場警示、救護、標繪與移置規則；無人傷亡事故未依規定處置或未標繪移置之處罰
traffic_law_truefalse-351,traffic_law_truefalse,20,辦理肇事和解，應由當事人、法定代理人、監護人或繼承人為之。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-352,traffic_law_truefalse,20,肇事責任屬於對方受傷人，為避免受到牽連，可不須送醫救治。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-355,traffic_law_truefalse,20,長隧道內設有緊急聯絡電話，供車輛故障或發生車禍與災變時通報行控中心之用。,高速公路及快速公路交通管制規則第16條,長隧道行駛、安全距離與事故處置
traffic_law_truefalse-357,traffic_law_truefalse,20,汽車肇事時，為使失去知覺的傷者儘速恢復知覺，應向傷者拍打搖動。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-358,traffic_law_truefalse,20,汽車肇事時，除非車子著火或有爆炸的危險，儘可能在車內急救傷者。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-359,traffic_law_truefalse,20,汽車肇事時，如果必須將傷者抬起不可只抬他的頭和腳，要將身體每一部份平托抬起。,道路交通事故處理辦法第3條,事故現場警示、救護、標繪與移置規則
traffic_law_truefalse-369,traffic_law_truefalse,21,"小客車附載幼童未依規定安置於安全椅者，處駕駛人新臺幣1,500～3,000 元罰鍰。",道路交通管理處罰條例第31條,未繫安全帶、兒童乘坐安全及留置車內之處罰
traffic_law_truefalse-374,traffic_law_truefalse,21,汽車駕駛人駕駛汽車行近未設行車管制號誌之行人穿越道時，可以快速通過，不須減速慢行，以免車道壅塞。,道路交通安全規則第103條,行近行人穿越道應暫停讓行人
traffic_law_truefalse-375,traffic_law_truefalse,21,"汽車駕駛人行經有燈光號誌管制之交岔路口，紅燈右轉者，處新臺幣600～1,800 元罰鍰。",道路交通安全規則第102條,交岔路口轉彎、號誌、指揮與讓車規則
